STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,Measurement Flag,Quality Flag,Source Flag,Time of Observation,SNWD,Measurement Flag,Quality Flag,Source Flag,Time of Observation,SNOW,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMAX,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMIN,Measurement Flag,Quality Flag,Source Flag,Time of Observation,AWND,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WDF2,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WDF5,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WSF2,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WSF5,Measurement Flag,Quality Flag,Source Flag,Time of Observation,PGTM,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT01,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT02,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT08,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT03,Measurement Flag,Quality Flag,Source Flag,Time of Observation
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141123,437, , ,W,2400,0, , ,W,9999,0, , ,W,9999,239, , ,W,2400,172, , ,W,2400,35, , ,W,9999,250, , ,W,9999,280, , ,W,9999,107, , ,W,9999,157, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141124,381, , ,W,2400,0, , ,W,9999,0, , ,W,9999,244, , ,W,2400,172, , ,W,2400,23, , ,W,9999,190, , ,W,9999,190, , ,W,9999,76, , ,W,9999,103, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141125,384, , ,W,2400,0, , ,W,9999,0, , ,W,9999,172, , ,W,2400,89, , ,W,2400,37, , ,W,9999,330, , ,W,9999,330, , ,W,9999,89, , ,W,9999,116, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141126,46, , ,W,2400,0, , ,W,9999,0, , ,W,9999,172, , ,W,2400,39, , ,W,2400,31, , ,W,9999,320, , ,W,9999,320, , ,W,9999,94, , ,W,9999,121, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141127,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,167, , ,W,2400,33, , ,W,2400,28, , ,W,9999,300, , ,W,9999,310, , ,W,9999,94, , ,W,9999,112, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141128,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,144, , ,W,2400,6, , ,W,2400,20, , ,W,9999,350, , ,W,9999,360, , ,W,9999,54, , ,W,9999,72, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141129,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,194, , ,W,2400,-10, , ,W,2400,4, , ,W,9999,110, , ,W,9999,140, , ,W,9999,36, , ,W,9999,45, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141130,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,233, , ,W,2400,17, , ,W,2400,12, , ,W,9999,200, , ,W,9999,190, , ,W,9999,58, , ,W,9999,72, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141201,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,267, , ,W,2400,61, , ,W,2400,6, , ,W,9999,90, , ,W,9999,100, , ,W,9999,45, , ,W,9999,63, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141202,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,267, , ,W,2400,106, , ,W,2400,12, , ,W,9999,90, , ,W,9999,100, , ,W,9999,63, , ,W,9999,76, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141203,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,272, , ,W,2400,117, , ,W,2400,9, , ,W,9999,120, , ,W,9999,-9999, , , ,9999,36, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141204,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,267, , ,W,2400,122, , ,W,2400,8, , ,W,9999,100, , ,W,9999,-9999, , , ,9999,31, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141205,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,233, , ,W,2400,106, , ,W,2400,19, , ,W,9999,80, , ,W,9999,90, , ,W,9999,54, , ,W,9999,67, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141206,0,T, ,W,2400,0, , ,W,9999,0, , ,W,9999,250, , ,W,2400,161, , ,W,2400,12, , ,W,9999,260, , ,W,9999,280, , ,W,9999,54, , ,W,9999,67, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,1, , ,W,9999,1, , ,W,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141207,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,200, , ,W,2400,111, , ,W,2400,45, , ,W,9999,340, , ,W,9999,330, , ,W,9999,89, , ,W,9999,125, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141208,10, , ,W,2400,0, , ,W,9999,0, , ,W,9999,133, , ,W,2400,89, , ,W,2400,30, , ,W,9999,40, , ,W,9999,30, , ,W,9999,63, , ,W,9999,81, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141209,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,172, , ,W,2400,22, , ,W,2400,24, , ,W,9999,290, , ,W,9999,340, , ,W,9999,89, , ,W,9999,103, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141210,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,150, , ,W,2400,6, , ,W,2400,21, , ,W,9999,300, , ,W,9999,300, , ,W,9999,54, , ,W,9999,67, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141211,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,150, , ,W,2400,-10, , ,W,2400,17, , ,W,9999,310, , ,W,9999,290, , ,W,9999,63, , ,W,9999,85, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141212,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,194, , ,W,2400,-16, , ,W,2400,15, , ,W,9999,340, , ,W,9999,350, , ,W,9999,45, , ,W,9999,58, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141213,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,206, , ,W,2400,-5, , ,W,2400,14, , ,W,9999,300, , ,W,9999,280, , ,W,9999,58, , ,W,9999,76, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141214,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,206, , ,W,2400,-16, , ,W,2400,8, , ,W,9999,250, , ,W,9999,250, , ,W,9999,40, , ,W,9999,54, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141215,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,222, , ,W,2400,-5, , ,W,2400,8, , ,W,9999,170, , ,W,9999,280, , ,W,9999,45, , ,W,9999,54, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141216,13, , ,W,2400,0, , ,W,9999,-9999, , , ,9999,261, , ,W,2400,56, , ,W,2400,26, , ,W,9999,250, , ,W,9999,270, , ,W,9999,94, , ,W,9999,116, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,1, , ,W,9999,1, , ,W,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141217,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,183, , ,W,2400,17, , ,W,2400,8, , ,W,9999,270, , ,W,9999,280, , ,W,9999,45, , ,W,9999,67, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141218,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,178, , ,W,2400,33, , ,W,2400,6, , ,W,9999,270, , ,W,9999,310, , ,W,9999,31, , ,W,9999,49, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141219,28, , ,W,2400,0, , ,W,9999,-9999, , , ,9999,178, , ,W,2400,50, , ,W,2400,13, , ,W,9999,300, , ,W,9999,300, , ,W,9999,54, , ,W,9999,67, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141220,8, , ,W,2400,0, , ,W,9999,0, , ,W,9999,167, , ,W,2400,106, , ,W,2400,24, , ,W,9999,60, , ,W,9999,60, , ,W,9999,45, , ,W,9999,67, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141221,76, , ,W,2400,0, , ,W,9999,0, , ,W,9999,144, , ,W,2400,128, , ,W,2400,26, , ,W,9999,80, , ,W,9999,80, , ,W,9999,54, , ,W,9999,67, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141222,33, , ,W,2400,0, , ,W,9999,0, , ,W,9999,183, , ,W,2400,139, , ,W,2400,23, , ,W,9999,120, , ,W,9999,310, , ,W,9999,54, , ,W,9999,72, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141223,1890, , ,W,2400,0, , ,W,9999,0, , ,W,9999,217, , ,W,2400,172, , ,W,2400,36, , ,W,9999,300, , ,W,9999,310, , ,W,9999,125, , ,W,9999,157, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141224,130, , ,W,2400,0, , ,W,9999,0, , ,W,9999,233, , ,W,2400,128, , ,W,2400,57, , ,W,9999,240, , ,W,9999,240, , ,W,9999,157, , ,W,9999,206, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141225,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,161, , ,W,2400,39, , ,W,2400,26, , ,W,9999,330, , ,W,9999,330, , ,W,9999,67, , ,W,9999,85, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141226,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,189, , ,W,2400,6, , ,W,2400,9, , ,W,9999,100, , ,W,9999,100, , ,W,9999,54, , ,W,9999,63, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141227,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,244, , ,W,2400,61, , ,W,2400,13, , ,W,9999,120, , ,W,9999,120, , ,W,9999,58, , ,W,9999,67, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141228,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,261, , ,W,2400,117, , ,W,2400,23, , ,W,9999,200, , ,W,9999,200, , ,W,9999,72, , ,W,9999,98, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141229,43, , ,W,2400,0, , ,W,9999,0, , ,W,9999,211, , ,W,2400,167, , ,W,2400,19, , ,W,9999,270, , ,W,9999,270, , ,W,9999,54, , ,W,9999,58, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141230,0, , ,W,2400,-9999, , , ,9999,-9999, , , ,9999,206, , ,W,2400,117, , ,W,2400,27, , ,W,9999,360, , ,W,9999,350, , ,W,9999,67, , ,W,9999,89, , ,W,9999,1445, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20141231,0, , ,W,2400,-9999, , , ,9999,-9999, , , ,9999,178, , ,W,2400,100, , ,W,2400,35, , ,W,9999,60, , ,W,9999,70, , ,W,9999,63, , ,W,9999,85, , ,W,9999,754, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20150101,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,183, , ,W,2400,56, , ,W,2400,19, , ,W,9999,100, , ,W,9999,110, , ,W,9999,58, , ,W,9999,63, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20150102,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,200, , ,W,2400,122, , ,W,2400,25, , ,W,9999,100, , ,W,9999,120, , ,W,9999,54, , ,W,9999,63, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20150103,13, , ,W,2400,0, , ,W,9999,0, , ,W,9999,233, , ,W,2400,183, , ,W,2400,37, , ,W,9999,170, , ,W,9999,170, , ,W,9999,76, , ,W,9999,107, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20150104,411, , ,W,2400,0, , ,W,9999,0, , ,W,9999,228, , ,W,2400,106, , ,W,2400,42, , ,W,9999,170, , ,W,9999,200, , ,W,9999,67, , ,W,9999,89, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,1, , ,W,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20150105,0, , ,W,2400,-9999, , , ,9999,-9999, , , ,9999,161, , ,W,2400,50, , ,W,2400,38, , ,W,9999,350, , ,W,9999,360, , ,W,9999,72, , ,W,9999,89, , ,W,9999,1335, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20150106,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,189, , ,W,2400,6, , ,W,2400,14, , ,W,9999,300, , ,W,9999,30, , ,W,9999,67, , ,W,9999,103, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20150107,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,178, , ,W,2400,11, , ,W,2400,36, , ,W,9999,330, , ,W,9999,340, , ,W,9999,125, , ,W,9999,165, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20150108,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,61, , ,W,2400,-43, , ,W,2400,36, , ,W,9999,310, , ,W,9999,10, , ,W,9999,103, , ,W,9999,130, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999
GHCND:USW00093805,TALLAHASSEE REGIONAL AIRPORT FL US,16.8,30.39306,-84.35333,20150109,0, , ,W,2400,0, , ,W,9999,0, , ,W,9999,94, , ,W,2400,-27, , ,W,2400,22, , ,W,9999,360, , ,W,9999,350, , ,W,9999,58, , ,W,9999,76, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
